ID, Type, Car, MPG, Horsepower, Seats, MSRP, Market Price, Price Range, Image Link
436803, van-minivan, 2018 Mercedes-Benz Sprinter 3500 XD Cargo High Roof w/170 WB, 0, 188, 5, 56105, 49277, $51235 - $57725, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
436806, van-minivan, 2018 Freightliner Sprinter 3500XD Cargo High Roof Extended w/170 WB, 0, 188, 5, 57725, 51577, $51235 - $57725, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
444449, van-minivan, 2020 Honda Odyssey EX, 22 MPG, 280, 8, 35910, 33209, $35910 - $48540, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12052/2018-honda-odyssey-side_12052_001_640x480_wb.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444986, van-minivan, 2020 Chrysler Pacifica Limited, 22 MPG, 287, 8, 45940, 42839, $34990 - $46735, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
445544, van-minivan, 2020 Chrysler Voyager LX, 22 MPG, 287, 8, 31290, 29960, $28480 - $31290, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14071/2020-chrysler-voyager-side_14071_001_640x480_pw7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443476, van-minivan, 2020 Toyota Sienna SE Premium, 20 MPG, 296, 8, 46510, 43007, $35580 - $46510, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13010/2019-toyota-sienna-side_13010_001_640x480_040.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444980, van-minivan, 2020 Kia Sedona SX, 21 MPG, 276, 8, 42620, 40403, $31520 - $42620, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13275/2019-kia-sedona-side_13275_001_640x480_swp.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446863, van-minivan, 2020 Nissan NV3500 HD Passenger SV, 0, 261, 1, 39455, 37857, $37505 - $44255, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
447728, van-minivan, 2020 Mercedes-Benz Sprinter 1500 Passenger Standard Roof w/144 WB, 0, 188, 1, 42290, 0, $42290, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13889/2019-mercedes-benz-sprinter%202500%20passenger-side_13889_001_640x480_147.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
447776, van-minivan, 2020 Freightliner Sprinter 1500 Passenger Standard Roof w/144 WB, 0, 188, 1, 42290, 0, $42290, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
443606, van-minivan, 2019 Mercedes-Benz Metris Passenger Base Style, 21 MPG, 208, 8, 35995, 31934, $35995, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
447284, van-minivan, 2019 Mercedes-Benz Sprinter 2500 Passenger High Roof w/144 WB, 0, 188, 1, 45385, 41681, $45385 - $57985, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13889/2019-mercedes-benz-sprinter%202500%20passenger-side_13889_001_640x480_147.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444449, van-minivan, 2020 Honda Odyssey EX, 22 MPG, 280, 8, 35910, 33209, $31910 - $48540, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12052/2018-honda-odyssey-side_12052_001_640x480_wb.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444986, van-minivan, 2020 Chrysler Pacifica Limited, 22 MPG, 287, 8, 45940, 42839, $34990 - $46735, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
445544, van-minivan, 2020 Chrysler Voyager LX, 22 MPG, 287, 8, 31290, 29960, $28480 - $31290, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14071/2020-chrysler-voyager-side_14071_001_640x480_pw7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444980, van-minivan, 2020 Kia Sedona SX, 21 MPG, 276, 8, 42620, 40403, $28720 - $42620, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13275/2019-kia-sedona-side_13275_001_640x480_swp.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438289, van-minivan, 2019 Dodge Grand Caravan Passenger SXT, 20 MPG, 283, 7, 33095, 30702, $27595 - $33095, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/11888/2017-dodge-grand%20caravan-side_11888_001_640x480_pw7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446863, van-minivan, 2020 Nissan NV3500 HD Passenger SV, 0, 261, 1, 39455, 37857, $37505 - $44255, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
447217, van-minivan, 2020 Ford Transit Connect Passenger Wagon Titanium, 26 MPG, 162, 7, 33545, 31294, $28315 - $33545, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13711/2019-ford-transit%20connect-side_13711_001_640x480_z2.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446095, van-minivan, 2019 Chrysler Pacifica Hybrid Limited, 30 MPG | 82 MPGe, 287, 7, 47290, 0, $41740 - $47985, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12501/2018-chrysler-pacifica%20hybrid-side_12501_001_640x480_pw7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443606, van-minivan, 2019 Mercedes-Benz Metris Passenger Base Style, 21 MPG, 208, 8, 35995, 31934, $35995, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
442995, van-minivan, 2019 Ford Transit Connect Passenger XL, 26 MPG, 150, 7, 28040, 26082, $28040 - $32790, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
444320, crossover, 2020 Volvo XC40 T4 Momentum, 27 MPG, 187, 5, 34695, 31471, $34695 - $43445, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12737/2019-volvo-xc40-side_12737_001_640x480_711.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445557, crossover, 2020 Subaru Crosstrek Base Style, 25 MPG, 152, 5, 23155, 22157, $23155 - $36155, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13994/2020-subaru-crosstrek-side_13994_001_640x480_k1x.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446225, crossover, 2020 Honda HR‑V EX-L, 30 MPG, 141, 5, 26690, 25691, $21940 - $30010, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13589/2019-honda-hr-v-side_13589_001_640x480_wx.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444083, crossover, 2020 Hyundai Kona SEL Plus, 28 MPG, 147, 5, 26470, 25032, $21420 - $30470, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12686/2018-hyundai-kona-side_12686_001_640x480_p6w.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445987, crossover, 2020 Hyundai Kona Electric Limited, 120 MPGe, 201, 5, 42920, 41507, $38310 - $46520, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13530/2019-hyundai-kona%20ev-side_13530_001_640x480_p6w.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446085, crossover, 2020 Toyota C‑HR XLE, 29 MPG, 144, 5, 24450, 23005, $22415 - $27470, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14246/2020-toyota-c-hr-side_14246_001_640x480_1k0.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446093, crossover, 2020 Ford EcoSport SE, 25 MPG, 166, 5, 26045, 24945, $21090 - $28810, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12570/2018-ford-ecosport-side_12570_001_640x480_za.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445132, crossover, 2020 Buick Encore Essence, 26 MPG, 138, 5, 31795, 30297, $24195 - $31795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12950/2019-buick-encore-side_12950_001_640x480_gaz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444529, crossover, 2020 Chevrolet Trax LS, 26 MPG, 138, 5, 23795, 22417, $22295 - $30095, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
445549, crossover, 2020 Mitsubishi Outlander Sport SE, 27 MPG, 148, 5, 25825, 23689, $23935 - $28525, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14067/2020-mitsubishi-outlander%20sport-side_14067_001_640x480_w13.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446103, crossover, 2020 Honda CR‑V EX, 30 MPG, 190, 5, 28680, 27010, $26170 - $35870, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14317/2020-honda-cr-v-side_14317_001_640x480_wx.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445547, crossover, 2020 Toyota RAV4 XLE Premium, 28 MPG, 203, 5, 32470, 30375, $27070 - $37000, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13427/2019-toyota-rav4-side_13427_001_640x480_040.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446004, crossover, 2020 Audi Q5 45 TFSI Prestige, 24 MPG, 248, 5, 54695, 50833, $44295 - $54695, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14210/2020-audi-q5-side_14210_001_640x480_t9.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446295, crossover, 2020 MAZDA CX‑5 Grand Touring, 26 MPG, 187, 5, 32810, 31372, $26290 - $38255, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14205/2020-mazda-cx-5-side_14205_001_640x480_25d.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444742, crossover, 2020 Subaru Forester Sport, 29 MPG, 182, 5, 30005, 28474, $25505 - $35605, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12664/2019-subaru-forester-side_12664_001_640x480_k1x.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443755, crossover, 2020 Acura RDX FWD w/Advance Pkg, 24 MPG, 272, 5, 46925, 43555, $38825 - $48925, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12875/2019-acura-rdx-side_12875_001_640x480_wa.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445006, crossover, 2020 Mercedes-Benz GLC GLC 300 4MATIC, 24 MPG, 255, 5, 45495, 43256, $43495 - $45495, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13890/2020-mercedes-benz-glc-class-side_13890_001_640x480_799.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443000, crossover, 2020 Kia Sportage SX Turbo, 21 MPG, 237, 5, 36210, 34247, $25110 - $36210, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13729/2020-kia-sportage-side_13729_001_640x480_swp.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445712, crossover, 2020 INFINITI QX50 LUXE, 25 MPG, 268, 5, 43275, 37787, $38275 - $56875, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12821/2019-infiniti-qx50-side_12821_001_640x480_qab.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444187, crossover, 2020 Lexus NX 300, 24 MPG, 235, 5, 39295, 36347, $37895 - $47385, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13730/2020-lexus-nx-side_13730_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445568, crossover, 2020 Subaru Crosstrek Hybrid, 35 MPG | 90 MPGe, 137, 5, 36155, 35012, $36155, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14213/2020-subaru-crosstrek%20hybrid-side_14213_001_640x480_k1x.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444188, crossover, 2020 Volvo XC90 T8 Momentum, 27 MPG | 62 MPGe, 313, -, 68495, 61618, $67995 - $74795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13754/2020-volvo-xc90-side_13754_001_640x480_707.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445576, crossover, 2020 Porsche Cayenne E-Hybrid, 22 MPG | 46 MPGe, 335, 5, 82450, 77404, $82450 - $163250, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13963/2019-porsche-cayenne-side_13963_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445987, crossover, 2020 Hyundai Kona Electric Limited, 120 MPGe, 201, 5, 42920, 41507, $38310 - $46520, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13530/2019-hyundai-kona%20ev-side_13530_001_640x480_p6w.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444990, crossover, 2020 Lexus RX RX 450h, 30 MPG, 308, 5, 47775, 44320, $47775 - $51575, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13974/2020-lexus-rx%20hybrid-side_13974_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444216, crossover, 2020 Lexus NX 300h Luxury, 31 MPG, 194, 5, 47385, 0, $40295 - $47385, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13784/2020-lexus-nx%20hybrid-side_13784_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444338, crossover, 2020 Ford Escape SE Sport, 41 MPG, 163, 5, 29450, 27503, $29450 - $36095, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13978/2020-ford-escape-side_13978_001_640x480_az.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441656, crossover, 2020 Lincoln Aviator Black Label Grand Touring, 23 MPG | 56 MPGe, 0, -, 88895, 84796, $69895 - $88895, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
443181, crossover, 2020 Ford Explorer Limited HEV, 25 MPG, 0, 6, 55670, 52335, $53475 - $55670, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13741/2020-ford-explorer-side_13741_001_640x480_yz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438287, crossover, 2019 Acura MDX Sport Hybrid SH-AWD w/Technology Pkg, 27 MPG, 257, 7, 53795, 46430, $53795 - $60545, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
444332, crossover, 2020 Mercedes-Benz GLE GLE 350, 22 MPG, 255, 5, 54695, 52075, $54695 - $62145, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13535/2020-mercedes-benz-gle-class-side_13535_001_640x480_149.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443771, crossover, 2020 Hyundai Palisade SEL, 22 MPG, 291, 8, 34845, 33837, $32895 - $47745, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13735/2020-hyundai-palisade-side_13735_001_640x480_ww2.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444331, crossover, 2020 Honda Pilot Touring, 23 MPG, 280, 7, 44140, 39858, $32770 - $50840, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12984/2019-honda-pilot-side_12984_001_640x480_wb.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444178, crossover, 2020 Hyundai Santa Fe 2.0T Limited, 23 MPG, 235, 5, 38845, 37085, $27245 - $40545, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13855/2020-hyundai-santa%20fe-side_13855_001_640x480_ww8.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444075, crossover, 2020 Subaru Outback Touring XT, 26 MPG, 260, 5, 40705, 38824, $27655 - $40705, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
444862, crossover, 2020 Acura MDX Base Style, 23 MPG, 290, 7, 45525, 38983, $45525 - $63745, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12361/2018-acura-mdx-side_12361_001_640x480_wa.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444180, crossover, 2020 Volvo XC90 T6 Inscription, 21 MPG, 316, 7, 64095, 56839, $49345 - $74795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13754/2020-volvo-xc90-side_13754_001_640x480_707.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445576, crossover, 2020 Porsche Cayenne E-Hybrid, 22 MPG | 46 MPGe, 335, 5, 82450, 77404, $68150 - $163250, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13963/2019-porsche-cayenne-side_13963_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444990, crossover, 2020 Lexus RX RX 450h, 30 MPG, 308, 5, 47775, 44320, $45175 - $51575, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13974/2020-lexus-rx%20hybrid-side_13974_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443968, crossover, 2020 Chevrolet Traverse LT, 21 MPG, 310, 7, 40295, 38344, $30995 - $54395, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12960/2019-chevrolet-traverse-side_12960_001_640x480_gaz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439779, crossover, 2019 Mercedes-Benz GLS GLS 550 4MATIC, 16 MPG, 449, 7, 96745, 86402, $71145 - $96745, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13425/2019-mercedes-benz-gls-class-side_13425_001_640x480_149.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439903, crossover, 2019 Mercedes-Benz Mercedes‑AMG GLS GLS 63, 15 MPG, 577, 7, 127145, 115409, $127145, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12787/2018-mercedes-benz-gls-class-side_12787_001_640x480_149.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444320, crossover, 2020 Volvo XC40 T4 Momentum, 27 MPG, 187, 5, 34695, 31471, $34695 - $43445, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12737/2019-volvo-xc40-side_12737_001_640x480_711.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445132, crossover, 2020 Buick Encore Essence, 26 MPG, 138, 5, 31795, 30297, $24195 - $31795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12950/2019-buick-encore-side_12950_001_640x480_gaz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439459, crossover, 2019 BMW X2 sDrive28i, 26 MPG, 228, 5, 37395, 34321, $37395 - $47445, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12703/2018-bmw-x2-side_12703_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441161, crossover, 2019 BMW X1 xDrive28i, 25 MPG, 228, 5, 37945, 34503, $35945 - $37945, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13532/2019-bmw-x1-side_13532_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
440060, crossover, 2019 Mercedes-Benz GLA GLA 250 4MATIC, 26 MPG, 208, 5, 36945, 33704, $34945 - $36945, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12053/2018-mercedes-benz-gla-class-side_12053_001_640x480_650.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441494, crossover, 2019 Mercedes-Benz Mercedes‑AMG GLA GLA 45, 25 MPG, 375, 5, 54345, 50307, $54345, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12416/2018-mercedes-benz-gla-class-side_12416_001_640x480_650.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445731, crossover, 2020 Lexus UX 200, 33 MPG, 169, 5, 33325, 31345, $33325 - $40725, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13284/2019-lexus-ux-side_13284_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445561, crossover, 2020 Audi Q3 Premium Plus, 22 MPG, 228, 5, 38795, 36808, $35695 - $43895, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13788/2019-audi-q3-side_13788_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444668, crossover, 2020 Jaguar E‑PACE P300 R-Dynamic HSE, 23 MPG, 296, 5, 53945, 0, $40945 - $53945, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12642/2018-jaguar-e-pace-side_12642_001_640x480_1aa.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446004, crossover, 2020 Audi Q5 45 TFSI Prestige, 24 MPG, 248, 5, 54695, 50833, $44295 - $54695, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14210/2020-audi-q5-side_14210_001_640x480_t9.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443755, crossover, 2020 Acura RDX FWD w/Advance Pkg, 24 MPG, 272, 5, 46925, 43555, $38825 - $48925, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12875/2019-acura-rdx-side_12875_001_640x480_wa.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445006, crossover, 2020 Mercedes-Benz GLC GLC 300 4MATIC, 24 MPG, 255, 5, 45495, 43256, $43495 - $45495, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13890/2020-mercedes-benz-glc-class-side_13890_001_640x480_799.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445712, crossover, 2020 INFINITI QX50 LUXE, 25 MPG, 268, 5, 43275, 37787, $38275 - $56875, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12821/2019-infiniti-qx50-side_12821_001_640x480_qab.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444187, crossover, 2020 Lexus NX 300, 24 MPG, 235, 5, 39295, 36347, $37895 - $47385, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13730/2020-lexus-nx-side_13730_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445718, crossover, 2020 BMW X3 sDrive30i, 27 MPG, 248, 5, 42945, 39067, $42945 - $56895, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12808/2019-bmw-x3-side_12808_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445296, crossover, 2020 Cadillac XT4 Luxury, 26 MPG, 237, 5, 36690, 34866, $36690 - $43290, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13141/2019-cadillac-xt4-side_13141_001_640x480_g1w.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444860, crossover, 2020 Lincoln Corsair Base Style, 24 MPG, 250, 5, 39140, 37163, $36940 - $45825, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13998/2020-lincoln-corsair-side_13998_001_640x480_az.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445570, crossover, 2020 Porsche Macan Base Style, 21 MPG, 248, 5, 52250, 48764, $52250 - $84950, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13726/2019-porsche-macan-side_13726_001_640x480_0q.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444543, crossover, 2020 Jaguar F‑PACE 25t, 24 MPG, 247, 5, 46225, 42933, $46225 - $81625, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13139/2019-jaguar-f-pace-side_13139_001_640x480_1aa.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444332, crossover, 2020 Mercedes-Benz GLE GLE 350, 22 MPG, 255, 5, 54695, 52075, $54695 - $62145, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13535/2020-mercedes-benz-gle-class-side_13535_001_640x480_149.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444862, crossover, 2020 Acura MDX Base Style, 23 MPG, 290, 7, 45525, 38983, $45525 - $63745, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12361/2018-acura-mdx-side_12361_001_640x480_wa.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444180, crossover, 2020 Volvo XC90 T6 Inscription, 21 MPG, 316, 7, 64095, 56839, $49345 - $74795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13754/2020-volvo-xc90-side_13754_001_640x480_707.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445576, crossover, 2020 Porsche Cayenne E-Hybrid, 22 MPG | 46 MPGe, 335, 5, 82450, 77404, $68150 - $163250, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13963/2019-porsche-cayenne-side_13963_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444990, crossover, 2020 Lexus RX RX 450h, 30 MPG, 308, 5, 47775, 44320, $45175 - $51575, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13974/2020-lexus-rx%20hybrid-side_13974_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444076, crossover, 2020 INFINITI QX60 LUXE, 22 MPG, 295, 7, 49175, 42010, $45375 - $49175, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12886/2019-infiniti-qx60-side_12886_001_640x480_qab.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445134, crossover, 2020 Land Rover Range Rover Velar R-Dynamic S P340, 22 MPG, 340, 5, 65425, 62533, $57325 - $91815, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
441535, crossover, 2020 Lincoln Aviator Reserve, 21 MPG, 400, -, 57285, 54140, $52195 - $88895, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
441532, crossover, 2019 Audi Q8 Prestige, 19 MPG, 335, 5, 77545, 68565, $68395 - $77545, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13299/2019-audi-q8-side_13299_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
